,age,education,n_score,e_score,o_score,a_score,c_score,impulsiveness,ss,asian,black_asian,white_asian,white_black,other,white,other2,autralia,canada,new_zeland,ireland,uk,usa,male,female,alcohol,anphet,amyl,benzo,caffeine,cannabis,chocolate,cocaine,crack,ecstasy,heroine,ketamine,legal_h,lsd,meth,mushrooms,nicotine,semer,vsa
39,2.59171,-0.05921,-0.24649,-0.94779,-1.11902,-0.76096,0.41594,-1.37983,-0.21575,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user,not_user,not_user
40,0.49788,1.16365,0.04257,-0.43999,-0.01928,-2.07848,0.7583,-0.71126,0.07987,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
41,0.49788,0.45468,0.82562,0.00332,1.06238,1.81866,-0.40581,-0.21712,-0.21575,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
42,0.49788,1.16365,-0.14882,-0.94779,-1.27553,-0.01729,-0.65253,-0.21712,-0.52593,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,user,not_user,not_user,user,user,not_user,user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
43,0.49788,-0.05921,-0.92104,-0.57545,-0.31776,-0.15487,-1.0145,-0.21712,-0.21575,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user
44,-0.07854,0.45468,-1.05308,1.45421,0.44585,1.2861,0.93949,-0.21712,0.07987,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
45,-0.07854,0.45468,-0.46725,0.47617,1.24033,0.94156,1.63088,-1.37983,-2.07848,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
46,1.09449,-0.61113,0.31287,0.63779,-1.11902,0.28783,1.46191,-0.71126,-0.84637,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,not_user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
47,1.09449,1.16365,-2.05048,0.80523,0.29338,0.94156,1.13407,-2.55524,-1.18084,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
48,1.09449,-1.7379,0.13606,-0.80615,-0.31776,-0.15487,-0.65253,0.19268,-0.84637,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,user,not_user,not_user,not_user,user,user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user
49,-0.07854,1.16365,0.82562,-0.57545,-1.97495,-0.91699,0.25953,0.52975,1.2247,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user
50,0.49788,1.16365,1.02119,-0.15487,-0.17779,-1.21213,-0.00665,-0.71126,-0.84637,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user
51,1.09449,-0.05921,1.13281,0.96248,-0.58331,-0.91699,-1.92173,1.86203,1.92173,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,not_user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
52,1.82213,0.45468,-0.14882,0.00332,-1.42424,0.28783,-0.78155,0.52975,-1.54858,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
53,1.09449,1.16365,-1.43907,-0.15487,1.06238,0.28783,0.25953,-0.21712,-0.21575,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
54,1.82213,-1.7379,0.04257,1.11406,-0.58331,-1.07533,-1.13788,1.29221,1.2247,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,user,not_user,not_user,not_user,user,not_user,user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
55,1.82213,-0.05921,0.04257,-0.69509,-1.11902,-0.45321,-0.40581,-1.37983,-2.07848,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,not_user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
56,0.49788,-0.61113,0.04257,0.00332,-1.68062,-0.01729,0.25953,-1.37983,-1.54858,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
57,-0.07854,0.45468,-0.58016,0.63779,-1.97495,0.28783,0.7583,-0.71126,-0.52593,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,not_user,not_user,not_user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
58,1.09449,-1.22751,0.22393,0.63779,-0.01928,-0.45321,-0.40581,1.86203,1.2247,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,user,not_user,not_user,not_user,user,user,user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user
59,1.09449,0.45468,-0.46725,-1.23177,-1.27553,-1.6209,-0.14277,-1.37983,-1.54858,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
60,-0.07854,1.98437,1.37297,0.32197,0.29338,-0.30172,-0.27607,-1.37983,0.07987,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
61,1.09449,1.16365,-2.21844,1.58487,1.24033,0.13136,1.30612,-1.37983,-1.18084,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
62,-0.07854,0.45468,-0.58016,-1.37639,-1.82919,-1.34289,0.41594,-1.37983,-1.18084,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user
63,1.09449,0.45468,1.02119,-0.30033,-0.71727,-0.60633,-0.00665,-1.37983,-1.18084,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
64,1.09449,1.98437,-1.55078,0.47617,1.06238,-0.45321,0.93949,-1.37983,-0.52593,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,user,not_user,not_user,not_user,user,user,user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
65,0.49788,-0.61113,0.73545,0.47617,-0.84732,1.11406,0.58489,0.52975,-0.21575,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
66,1.09449,-1.7379,-1.05308,-0.69509,-1.11902,1.2861,0.41594,-0.71126,-1.18084,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
67,-0.07854,1.16365,-0.34799,-0.30033,1.06238,-0.91699,-0.14277,0.88113,-0.21575,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user
68,0.49788,-0.05921,-0.92104,0.00332,0.29338,-0.15487,-0.27607,-0.21712,0.07987,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
69,1.09449,-1.7379,-0.05188,-0.69509,-1.68062,0.28783,-0.00665,-1.37983,-0.84637,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,user,not_user,not_user,user,not_user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
70,-0.07854,-0.61113,-0.34799,-0.30033,0.14143,-1.92595,-0.27607,0.52975,0.7654,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
71,1.09449,-1.22751,-0.46725,1.11406,-0.31776,1.11406,0.12331,-2.55524,-0.84637,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user
72,1.09449,-1.22751,-1.55078,0.96248,-0.01928,0.43852,0.93949,0.19268,0.40148,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
73,1.09449,-0.05921,-0.67825,-0.57545,-0.31776,0.28783,1.13407,-0.71126,-0.21575,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
74,2.59171,-1.7379,-1.1943,-1.7625,-2.8595,-1.47955,0.25953,0.52975,-2.07848,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,not_user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
75,-0.07854,0.45468,-0.14882,0.16767,-1.55521,-0.76096,-0.40581,0.52975,-0.21575,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
76,1.09449,-1.43719,-0.34799,-0.69509,-1.55521,0.43852,0.58489,-2.55524,-2.07848,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user
77,0.49788,0.45468,0.13606,-1.6334,-0.58331,-1.21213,-0.40581,-0.21712,-2.07848,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,not_user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user
78,0.49788,-0.61113,-0.79151,-0.80615,-2.09015,-1.6209,-2.18109,-2.55524,-1.18084,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
79,0.49788,-0.05921,-0.34799,-0.80615,-1.97495,1.11406,-0.65253,-0.21712,-0.21575,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
80,2.59171,1.98437,0.04257,0.32197,0.44585,-0.15487,1.46191,-0.21712,-0.21575,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
81,1.82213,0.45468,-0.79151,-1.23177,-0.01928,-0.91699,-0.14277,0.88113,0.40148,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
82,1.82213,1.16365,-2.05048,1.45421,-0.97631,0.59042,1.46191,-0.21712,-1.18084,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
83,1.82213,-1.43719,1.02119,-0.94779,-1.11902,1.45039,-1.64101,0.19268,-0.21575,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,not_user,not_user,not_user,user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user
84,1.09449,-1.7379,-0.34799,0.16767,-0.31776,-0.30172,-0.14277,-1.37983,0.07987,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
85,-0.07854,-1.22751,-0.46725,0.00332,-1.55521,0.13136,0.41594,0.52975,1.2247,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,not_user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user
86,0.49788,-0.61113,0.73545,-0.15487,-1.11902,0.13136,-0.14277,-0.21712,0.40148,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,user,not_user,not_user
87,1.82213,-1.7379,-0.92104,0.16767,-0.45174,-0.30172,0.25953,-0.71126,0.40148,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
88,0.49788,-0.61113,0.31287,-1.92173,-1.42424,-0.76096,-0.52745,-1.37983,-2.07848,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,not_user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
89,0.49788,1.16365,0.91093,-0.57545,0.29338,-0.60633,-0.27607,0.52975,-0.21575,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,user,not_user,not_user,not_user,user,not_user,user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user,not_user
