,Unnamed: 0,age,education,n_score,e_score,o_score,a_score,c_score,impulsiveness,ss,asian,black_asian,white_asian,white_black,other,white,other2,autralia,canada,new_zeland,ireland,uk,usa,male,female,alcohol,anphet,amyl,benzo,caffeine,cannabis,chocolate,cocaine,crack,ecstasy,heroine,ketamine,legal_h,lsd,meth,mushrooms,nicotine,semer,vsa
43,43,0.49788,-0.05921,-0.92104,-0.57545,-0.31776,-0.15487,-1.0145,-0.21712,-0.21575,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,2,0,0
44,44,-0.07854,0.45468,-1.05308,1.45421,0.44585,1.2861,0.93949,-0.21712,0.07987,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
45,45,-0.07854,0.45468,-0.46725,0.47617,1.24033,0.94156,1.63088,-1.37983,-2.07848,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
46,46,1.09449,-0.61113,0.31287,0.63779,-1.11902,0.28783,1.46191,-0.71126,-0.84637,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47,47,1.09449,1.16365,-2.05048,0.80523,0.29338,0.94156,1.13407,-2.55524,-1.18084,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48,48,1.09449,-1.7379,0.13606,-0.80615,-0.31776,-0.15487,-0.65253,0.19268,-0.84637,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0
49,49,-0.07854,1.16365,0.82562,-0.57545,-1.97495,-0.91699,0.25953,0.52975,1.2247,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0
50,50,0.49788,1.16365,1.02119,-0.15487,-0.17779,-1.21213,-0.00665,-0.71126,-0.84637,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,2,1,2,0,0,1,0,0,0,0,0,1,2,0,0
51,51,1.09449,-0.05921,1.13281,0.96248,-0.58331,-0.91699,-1.92173,1.86203,1.92173,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
52,52,1.82213,0.45468,-0.14882,0.00332,-1.42424,0.28783,-0.78155,0.52975,-1.54858,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
53,53,1.09449,1.16365,-1.43907,-0.15487,1.06238,0.28783,0.25953,-0.21712,-0.21575,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
54,54,1.82213,-1.7379,0.04257,1.11406,-0.58331,-1.07533,-1.13788,1.29221,1.2247,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,2,2,0,1,0,0,1,0,0,0,0,0,0
55,55,1.82213,-0.05921,0.04257,-0.69509,-1.11902,-0.45321,-0.40581,-1.37983,-2.07848,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
56,56,0.49788,-0.61113,0.04257,0.00332,-1.68062,-0.01729,0.25953,-1.37983,-1.54858,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
57,57,-0.07854,0.45468,-0.58016,0.63779,-1.97495,0.28783,0.7583,-0.71126,-0.52593,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
58,58,1.09449,-1.22751,0.22393,0.63779,-0.01928,-0.45321,-0.40581,1.86203,1.2247,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,2,2,2,2,0,1,0,1,1,0,0,0,2,0,0
59,59,1.09449,0.45468,-0.46725,-1.23177,-1.27553,-1.6209,-0.14277,-1.37983,-1.54858,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
60,60,-0.07854,1.98437,1.37297,0.32197,0.29338,-0.30172,-0.27607,-1.37983,0.07987,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
61,61,1.09449,1.16365,-2.21844,1.58487,1.24033,0.13136,1.30612,-1.37983,-1.18084,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
62,62,-0.07854,0.45468,-0.58016,-1.37639,-1.82919,-1.34289,0.41594,-1.37983,-1.18084,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0
63,63,1.09449,0.45468,1.02119,-0.30033,-0.71727,-0.60633,-0.00665,-1.37983,-1.18084,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
64,64,1.09449,1.98437,-1.55078,0.47617,1.06238,-0.45321,0.93949,-1.37983,-0.52593,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
65,65,0.49788,-0.61113,0.73545,0.47617,-0.84732,1.11406,0.58489,0.52975,-0.21575,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
66,66,1.09449,-1.7379,-1.05308,-0.69509,-1.11902,1.2861,0.41594,-0.71126,-1.18084,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
67,67,-0.07854,1.16365,-0.34799,-0.30033,1.06238,-0.91699,-0.14277,0.88113,-0.21575,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0
68,68,0.49788,-0.05921,-0.92104,0.00332,0.29338,-0.15487,-0.27607,-0.21712,0.07987,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0
69,69,1.09449,-1.7379,-0.05188,-0.69509,-1.68062,0.28783,-0.00665,-1.37983,-0.84637,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
70,70,-0.07854,-0.61113,-0.34799,-0.30033,0.14143,-1.92595,-0.27607,0.52975,0.7654,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0
71,71,1.09449,-1.22751,-0.46725,1.11406,-0.31776,1.11406,0.12331,-2.55524,-0.84637,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0
72,72,1.09449,-1.22751,-1.55078,0.96248,-0.01928,0.43852,0.93949,0.19268,0.40148,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
73,73,1.09449,-0.05921,-0.67825,-0.57545,-0.31776,0.28783,1.13407,-0.71126,-0.21575,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
74,74,2.59171,-1.7379,-1.1943,-1.7625,-2.8595,-1.47955,0.25953,0.52975,-2.07848,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
75,75,-0.07854,0.45468,-0.14882,0.16767,-1.55521,-0.76096,-0.40581,0.52975,-0.21575,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
76,76,1.09449,-1.43719,-0.34799,-0.69509,-1.55521,0.43852,0.58489,-2.55524,-2.07848,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0
77,77,0.49788,0.45468,0.13606,-1.6334,-0.58331,-1.21213,-0.40581,-0.21712,-2.07848,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0
78,78,0.49788,-0.61113,-0.79151,-0.80615,-2.09015,-1.6209,-2.18109,-2.55524,-1.18084,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0
79,79,0.49788,-0.05921,-0.34799,-0.80615,-1.97495,1.11406,-0.65253,-0.21712,-0.21575,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
80,80,2.59171,1.98437,0.04257,0.32197,0.44585,-0.15487,1.46191,-0.21712,-0.21575,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
81,81,1.82213,0.45468,-0.79151,-1.23177,-0.01928,-0.91699,-0.14277,0.88113,0.40148,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
82,82,1.82213,1.16365,-2.05048,1.45421,-0.97631,0.59042,1.46191,-0.21712,-1.18084,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
83,83,1.82213,-1.43719,1.02119,-0.94779,-1.11902,1.45039,-1.64101,0.19268,-0.21575,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0
84,84,1.09449,-1.7379,-0.34799,0.16767,-0.31776,-0.30172,-0.14277,-1.37983,0.07987,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
85,85,-0.07854,-1.22751,-0.46725,0.00332,-1.55521,0.13136,0.41594,0.52975,1.2247,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0
86,86,0.49788,-0.61113,0.73545,-0.15487,-1.11902,0.13136,-0.14277,-0.21712,0.40148,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0
87,87,1.82213,-1.7379,-0.92104,0.16767,-0.45174,-0.30172,0.25953,-0.71126,0.40148,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
88,88,0.49788,-0.61113,0.31287,-1.92173,-1.42424,-0.76096,-0.52745,-1.37983,-2.07848,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
89,89,0.49788,1.16365,0.91093,-0.57545,0.29338,-0.60633,-0.27607,0.52975,-0.21575,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
90,90,0.49788,1.16365,1.37297,0.32197,0.7233,0.28783,-0.78155,-1.37983,0.07987,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0
91,91,0.49788,-0.05921,0.41667,-0.43999,0.7233,0.28783,0.7583,0.88113,0.7654,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,92,-0.07854,-1.22751,-1.55078,-0.30033,-0.45174,0.28783,-0.00665,-0.71126,-0.84637,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
93,93,2.59171,-1.7379,-0.14882,-0.80615,-0.97631,0.76096,0.41594,-1.37983,-1.54858,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
94,94,1.09449,1.16365,-0.67825,-0.57545,-0.97631,0.59042,-0.14277,-1.37983,-2.07848,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0
95,95,1.09449,1.16365,-0.46725,0.32197,1.06238,-1.6209,1.13407,0.52975,-0.21575,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
96,96,0.49788,0.45468,0.13606,-1.09207,0.29338,-0.15487,0.7583,-1.37983,-1.54858,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0
97,97,1.09449,1.16365,-0.46725,0.63779,-0.31776,-0.60633,-1.13788,0.19268,-0.84637,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
98,98,0.49788,1.98437,-1.1943,-0.43999,-0.01928,-0.60633,0.93949,-0.21712,1.2247,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
99,99,-0.07854,0.45468,-0.67825,3.00537,0.7233,0.94156,1.63088,0.52975,0.40148,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0
100,100,-0.07854,1.16365,-1.05308,2.57309,0.58331,-1.47955,-0.40581,-0.21712,1.2247,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,1,1,1,2,2,2,1,0,1,0,1,0,0,0,1,0,0,0
101,101,1.09449,-1.7379,-0.58016,0.47617,-1.68062,-0.15487,0.93949,-1.37983,-0.84637,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0
102,102,1.09449,-1.22751,-0.58016,1.2861,1.43533,-1.34289,-0.00665,-0.71126,1.2247,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
103,103,1.09449,-0.05921,0.04257,0.63779,-0.31776,-0.30172,0.12331,0.19268,0.7654,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
104,104,-0.07854,-0.61113,-0.92104,0.16767,-0.17779,1.11406,0.58489,-0.71126,0.07987,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0
105,105,0.49788,-0.05921,-2.21844,0.47617,-1.82919,-0.76096,2.04506,-1.37983,-1.54858,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
106,106,-0.07854,-0.61113,1.02119,-0.30033,-1.82919,0.28783,-0.40581,-1.37983,-0.84637,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
107,107,0.49788,-1.7379,0.13606,0.00332,-1.27553,-0.76096,0.58489,0.52975,-0.21575,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,1,0,0,2,0,2,1,0,0,0,0,0,0,0,0,2,0,0
108,108,-0.07854,0.45468,-0.46725,2.127,0.14143,0.13136,0.7583,1.86203,1.2247,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0
109,109,1.09449,-0.61113,-0.79151,0.47617,-1.42424,-0.91699,-0.52745,-0.71126,0.07987,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0
110,110,1.09449,1.16365,-0.14882,0.32197,0.14143,-0.30172,-0.14277,0.19268,-0.52593,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
